"﻿PERIODO";"SUBPERIODO";"CÓDIGO CURSO";"CRN";"LOGIN";"NOTA";"SEMESTRE";"PROM ACUMULADO";
"201820";"1";"COD1054";"CRN-16821";"Login estudiante13608";"2,91";"5,94";"3,79";
"201820";"1";"COD1054";"CRN-16821";"Login estudiante13581";"3,36";"6,33";"4,16";
"201820";"1";"COD1054";"CRN-16821";"Login estudiante6263";"3,03";"6,17";"4,08";
"201820";"1";"COD1054";"CRN-16821";"Login estudiante13448";"3,15";"7,11";"3,88";
"201820";"1";"COD1054";"CRN-16821";"Login estudiante22643";"3";"0";"4,22";
"201820";"1";"COD226";"CRN-18263";"Login estudiante10420";"2,15";"7,44";"3,31";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13612";"3,27";"8,06";"3,37";
"201820";"1";"COD226";"CRN-18263";"Login estudiante2718";"3,42";"9,43";"3,69";
"201820";"1";"COD226";"CRN-18263";"Login estudiante5734";"3,26";"9,22";"3,54";
"201820";"1";"COD226";"CRN-18263";"Login estudiante16439";"4,28";"7,11";"4,37";
"201820";"1";"COD226";"CRN-18263";"Login estudiante4610";"3,96";"10,27";"4,05";
"201820";"1";"COD226";"CRN-18263";"Login estudiante3755";"3,61";"7,9";"3,72";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13647";"4,09";"6,5";"3,39";
"201820";"1";"COD226";"CRN-18263";"Login estudiante8315";"2,65";"7,62";"3,48";
"201820";"1";"COD226";"CRN-18263";"Login estudiante5213";"3,22";"6,89";"3,93";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13567";"2,94";"7,22";"3,42";
"201820";"1";"COD226";"CRN-18263";"Login estudiante5160";"3,77";"6,89";"3,68";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13682";"3,76";"6,56";"3,68";
"201820";"1";"COD226";"CRN-18263";"Login estudiante4494";"3,38";"6,61";"3,48";
"201820";"1";"COD226";"CRN-18263";"Login estudiante8780";"3,05";"6,28";"3,44";
"201820";"1";"COD226";"CRN-18263";"Login estudiante10976";"3,26";"6,84";"3,58";
"201820";"1";"COD226";"CRN-18263";"Login estudiante4096";"3,12";"7";"3,53";
"201820";"1";"COD226";"CRN-18263";"Login estudiante4026";"3,74";"7,17";"3,45";
"201820";"1";"COD226";"CRN-18263";"Login estudiante3829";"3,49";"7,72";"3,84";
"201820";"1";"COD226";"CRN-18263";"Login estudiante6303";"4,21";"6,94";"4";
"201820";"1";"COD226";"CRN-18263";"Login estudiante11049";"3,99";"7,17";"3,78";
"201820";"1";"COD226";"CRN-18263";"Login estudiante11628";"4,19";"7";"4,07";
"201820";"1";"COD226";"CRN-18263";"Login estudiante16356";"3,98";"8,12";"3,76";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13338";"3,79";"6,61";"3,76";
"201820";"1";"COD226";"CRN-18263";"Login estudiante6316";"3,73";"6,89";"3,98";
"201820";"1";"COD226";"CRN-18263";"Login estudiante5007";"4,33";"6,83";"4,08";
"201820";"1";"COD226";"CRN-18263";"Login estudiante19693";"3,59";"6,83";"3,7";
"201820";"1";"COD226";"CRN-18263";"Login estudiante6394";"4,08";"6,17";"4,04";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13339";"4,36";"6,5";"4,11";
"201820";"1";"COD226";"CRN-18263";"Login estudiante5268";"3,67";"6,5";"3,78";
"201820";"1";"COD226";"CRN-18263";"Login estudiante16385";"3,86";"6,17";"3,93";
"201820";"1";"COD226";"CRN-18263";"Login estudiante5013";"4,37";"7,8";"4,16";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13340";"3,83";"6,5";"3,94";
"201820";"1";"COD226";"CRN-18263";"Login estudiante22362";"3,28";"6,94";"3,75";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13593";"4,06";"6,67";"4,02";
"201820";"1";"COD226";"CRN-18263";"Login estudiante5276";"4,18";"6,28";"3,59";
"201820";"1";"COD226";"CRN-18263";"Login estudiante6672";"3,09";"6,06";"3,44";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13594";"4,33";"6,78";"4,09";
"201820";"1";"COD226";"CRN-18263";"Login estudiante11066";"3,44";"6,22";"3,74";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13575";"3,19";"6,17";"3,67";
"201820";"1";"COD226";"CRN-18263";"Login estudiante10742";"3,82";"6,61";"3,61";
"201820";"1";"COD226";"CRN-18263";"Login estudiante5284";"3,84";"5,94";"3,66";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13693";"3,62";"5,78";"3,45";
"201820";"1";"COD226";"CRN-18263";"Login estudiante6682";"3,94";"7";"3,98";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13598";"4,76";"6";"4,6";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13642";"4,64";"7,13";"4,61";
"201820";"1";"COD226";"CRN-18263";"Login estudiante6040";"4,66";"6,39";"4,26";
"201820";"1";"COD226";"CRN-18263";"Login estudiante21104";"4,39";"7";"4,02";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13577";"3,77";"6,28";"3,69";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13602";"4,19";"6,39";"3,93";
"201820";"1";"COD226";"CRN-18263";"Login estudiante6340";"4,26";"6,44";"3,86";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13604";"4,44";"6,28";"4,41";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13605";"4,34";"7,53";"4,29";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13578";"3,93";"6,5";"3,98";
"201820";"1";"COD226";"CRN-18263";"Login estudiante6224";"2,97";"5,67";"3,5";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13442";"3,6";"5,94";"3,62";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13628";"3,84";"6,61";"4,16";
"201820";"1";"COD226";"CRN-18263";"Login estudiante11363";"4,03";"5,83";"3,78";
"201820";"1";"COD226";"CRN-18263";"Login estudiante6054";"3,65";"6,33";"3,79";
"201820";"1";"COD226";"CRN-18263";"Login estudiante6139";"4,53";"6,22";"4,28";
"201820";"1";"COD226";"CRN-18263";"Login estudiante6144";"3,34";"6,39";"3,76";
"201820";"1";"COD226";"CRN-18263";"Login estudiante21046";"3,69";"6,44";"3,83";
"201820";"1";"COD226";"CRN-18263";"Login estudiante8158";"3,82";"6,33";"3,92";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13608";"3,83";"5,94";"3,79";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13609";"4,43";"6,33";"4,49";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13725";"4,6";"6,28";"4";
"201820";"1";"COD226";"CRN-18263";"Login estudiante6460";"4,27";"6";"4,24";
"201820";"1";"COD226";"CRN-18263";"Login estudiante13610";"4,35";"6,67";"4,39";
"201820";"1";"COD226";"CRN-18263";"Login estudiante20171";"3,66";"5,5";"4,06";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante6750";"3,34";"10,36";"3,88";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante22644";"3,36";"5,61";"3,19";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante13416";"2,47";"7,45";"3,62";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante11356";"3,7";"5,83";"3,47";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante19287";"3,35";"5,44";"3,46";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante13760";"4,13";"5,61";"3,4";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante19677";"4,05";"8,12";"3,53";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante8271";"3,76";"6,56";"3,35";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante13659";"3,89";"6,67";"3,47";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante22645";"4,39";"6,22";"3,93";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante14902";"3,83";"4,56";"3,66";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante22646";"3,95";"4,95";"3,41";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante13765";"4,11";"5,17";"3,35";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante12140";"3,96";"6,17";"3,29";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante22090";"3,78";"4,83";"3,47";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante13766";"3,74";"5,89";"3,46";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante13770";"3,53";"5,89";"3,35";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante22647";"4,01";"5,61";"3,51";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante13771";"3,81";"5,56";"3,45";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante19214";"3,99";"5,22";"3,74";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante13347";"3,8";"4,78";"3,95";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante22648";"3,94";"6";"4,16";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante14715";"4,03";"4,89";"3,73";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante16532";"3,78";"6,22";"4,01";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante22649";"3,91";"5,17";"4";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante14953";"4,12";"6,7";"4,16";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante16544";"3,92";"5,56";"4,09";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante22650";"3,92";"5,78";"3,86";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante9764";"3,87";"4,67";"3,86";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante22651";"4,01";"4,28";"3,8";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante14228";"3,97";"4,33";"4,06";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante9644";"4,8";"4,5";"4,49";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante14745";"4,15";"4,33";"3,7";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante9274";"4,34";"4,39";"4,45";
"201820";"1";"COD1028";"CRN-16825";"Login estudiante22652";"2,98";"0";"2,06";
"201820";"1";"COD998";"CRN-16816";"Login estudiante10139";"2,66";"8,42";"3,59";
"201820";"1";"COD998";"CRN-16816";"Login estudiante13794";"2,94";"5,56";"3,28";
"201820";"1";"COD998";"CRN-16816";"Login estudiante4944";"2,54";"5,92";"3,26";
"201820";"1";"COD998";"CRN-16816";"Login estudiante11055";"2,86";"6,72";"3,42";
"201820";"1";"COD998";"CRN-16816";"Login estudiante8385";"2,61";"5,39";"3,28";
"201820";"1";"COD998";"CRN-16816";"Login estudiante5147";"2,48";"6,56";"3,57";
"201820";"1";"COD998";"CRN-16816";"Login estudiante13839";"2,51";"8,68";"3,77";
"201820";"1";"COD998";"CRN-16816";"Login estudiante22653";"2,46";"4,39";"3,25";
"201820";"1";"COD998";"CRN-16816";"Login estudiante19622";"2,04";"5,89";"3,21";
"201820";"1";"COD998";"CRN-16816";"Login estudiante3943";"2,47";"6,06";"3,29";
"201820";"1";"COD998";"CRN-16816";"Login estudiante22654";"3,81";"5,41";"4,11";
"201820";"1";"COD998";"CRN-16816";"Login estudiante19261";"3,31";"3,89";"3,43";
"201820";"1";"COD998";"CRN-16816";"Login estudiante6792";"2,97";"5,44";"3,43";
"201820";"1";"COD998";"CRN-16816";"Login estudiante13806";"3,48";"4,67";"3,6";
"201820";"1";"COD998";"CRN-16816";"Login estudiante22655";"2,91";"3,94";"3,79";
"201820";"1";"COD998";"CRN-16816";"Login estudiante13212";"3,96";"6,28";"4,01";
"201820";"1";"COD998";"CRN-16816";"Login estudiante22656";"3,52";"5,06";"3,55";
"201820";"1";"COD998";"CRN-16816";"Login estudiante14903";"2,5";"4,94";"3,37";
"201820";"1";"COD998";"CRN-16816";"Login estudiante19599";"3";"5,06";"3,36";
"201820";"1";"COD998";"CRN-16816";"Login estudiante21313";"3,11";"5,11";"3,68";
"201820";"1";"COD998";"CRN-16816";"Login estudiante6353";"2,25";"4,64";"3,42";
"201820";"1";"COD998";"CRN-16816";"Login estudiante22657";"2,25";"3,48";"3,21";
"201820";"1";"COD998";"CRN-16816";"Login estudiante21094";"3,41";"5,17";"3,45";
"201820";"1";"COD998";"CRN-16816";"Login estudiante21080";"2,48";"4,42";"3,45";
"201820";"1";"COD998";"CRN-16816";"Login estudiante21383";"2,41";"3,89";"3,23";
"201820";"1";"COD998";"CRN-16816";"Login estudiante9927";"2,6";"4,89";"3,39";
"201820";"1";"COD998";"CRN-16816";"Login estudiante19659";"2,76";"4,06";"3,48";
"201820";"1";"COD998";"CRN-16816";"Login estudiante13984";"4,75";"3,39";"4,25";
"201820";"1";"COD998";"CRN-16816";"Login estudiante22658";"2,76";"4,5";"3,59";
"201820";"1";"COD998";"CRN-16816";"Login estudiante14301";"2,62";"3,5";"3,86";
"201820";"1";"COD998";"CRN-16816";"Login estudiante9385";"2,55";"2,69";"3,27";
"201820";"1";"COD998";"CRN-16816";"Login estudiante9289";"3,5";"5,06";"4,01";
"201820";"1";"COD998";"CRN-16816";"Login estudiante9814";"3,25";"4,11";"3,68";
"201820";"1";"COD998";"CRN-16816";"Login estudiante9659";"2,52";"3,39";"3,38";
"201820";"1";"COD998";"CRN-16816";"Login estudiante18776";"2,44";"3,38";"3,27";
"201820";"1";"COD998";"CRN-16816";"Login estudiante9817";"3,01";"4,33";"3,39";
"201820";"1";"COD998";"CRN-16816";"Login estudiante11391";"3,14";"3,94";"4,01";
"201820";"1";"COD998";"CRN-16816";"Login estudiante9316";"3,07";"3,94";"3,91";
"201820";"1";"COD998";"CRN-16816";"Login estudiante9848";"3,9";"4,22";"3,5";
"201820";"1";"COD998";"CRN-16816";"Login estudiante9849";"3,65";"4,5";"3,97";
"201820";"1";"COD998";"CRN-16816";"Login estudiante9431";"4,83";"4,81";"4,65";
"201820";"1";"COD998";"CRN-16816";"Login estudiante9665";"1,96";"3,39";"3,25";
"201820";"1";"COD998";"CRN-16816";"Login estudiante16553";"2,16";"4,06";"3,52";
"201820";"1";"COD998";"CRN-16816";"Login estudiante10124";"3,39";"4,56";"3,63";
"201820";"1";"COD998";"CRN-16816";"Login estudiante9327";"2,67";"4,06";"3,74";
"201820";"1";"COD998";"CRN-16816";"Login estudiante21306";"3,83";"4,67";"3,74";
"201820";"1";"COD998";"CRN-16816";"Login estudiante9440";"4,26";"4,39";"4,46";
"201820";"1";"COD998";"CRN-16816";"Login estudiante9378";"3,18";"4,44";"3,8";
"201820";"1";"COD998";"CRN-16816";"Login estudiante9445";"3,42";"4,33";"3,72";
"201820";"1";"COD998";"CRN-16816";"Login estudiante11426";"3,56";"3,17";"3,74";
"201820";"1";"COD998";"CRN-16816";"Login estudiante22659";"2,35";"3,56";"3,29";
"201820";"1";"COD998";"CRN-16816";"Login estudiante16552";"4,01";"4";"3,91";
"201820";"1";"COD998";"CRN-16816";"Login estudiante22660";"3,75";"4,11";"4,1";
"201820";"1";"COD998";"CRN-16816";"Login estudiante11383";"3,46";"4,28";"4,12";
"201820";"1";"COD998";"CRN-16816";"Login estudiante9703";"2,78";"4,28";"3,62";
"201820";"1";"COD998";"CRN-16816";"Login estudiante14322";"3,64";"3,78";"4,27";
"201820";"1";"COD998";"CRN-16816";"Login estudiante12997";"3,13";"3,39";"4,25";
"201820";"1";"COD998";"CRN-16816";"Login estudiante12842";"3,56";"3,89";"4,44";
"201820";"1";"COD998";"CRN-16816";"Login estudiante14597";"3,16";"3,56";"4,17";
"201820";"1";"COD998";"CRN-16816";"Login estudiante14598";"3,86";"3,78";"4,28";
"201820";"1";"COD998";"CRN-16816";"Login estudiante14667";"3,64";"3,39";"4,04";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13794";"2,73";"5,56";"3,28";
"201820";"1";"COD343";"CRN-18264";"Login estudiante4472";"2,56";"10,81";"3,75";
"201820";"1";"COD343";"CRN-18264";"Login estudiante4944";"3,38";"5,92";"3,26";
"201820";"1";"COD343";"CRN-18264";"Login estudiante4546";"2,98";"10,84";"3,81";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13646";"3,88";"7,57";"3,53";
"201820";"1";"COD343";"CRN-18264";"Login estudiante8385";"3";"5,39";"3,28";
"201820";"1";"COD343";"CRN-18264";"Login estudiante5147";"3,59";"6,56";"3,57";
"201820";"1";"COD343";"CRN-18264";"Login estudiante2975";"1,3";"6,64";"3,25";
"201820";"1";"COD343";"CRN-18264";"Login estudiante22653";"2,85";"4,39";"3,25";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13800";"3,33";"5,39";"3,59";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13702";"3,14";"6,45";"3,43";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13713";"2,52";"5,06";"3,34";
"201820";"1";"COD343";"CRN-18264";"Login estudiante19622";"2,77";"5,89";"3,21";
"201820";"1";"COD343";"CRN-18264";"Login estudiante21399";"2,93";"6,5";"3,58";
"201820";"1";"COD343";"CRN-18264";"Login estudiante6307";"2,79";"5,53";"3,62";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13802";"3,21";"7,43";"3,91";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13658";"2,97";"6,22";"3,41";
"201820";"1";"COD343";"CRN-18264";"Login estudiante11404";"3,88";"6,42";"4,13";
"201820";"1";"COD343";"CRN-18264";"Login estudiante11405";"2,66";"6,75";"3,81";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13803";"2,68";"5,95";"3,53";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13717";"3,21";"5,5";"3,63";
"201820";"1";"COD343";"CRN-18264";"Login estudiante11409";"4,27";"6,53";"4,3";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13668";"2,99";"5,61";"3,46";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13806";"2,29";"4,67";"3,6";
"201820";"1";"COD343";"CRN-18264";"Login estudiante7784";"3,59";"6,5";"";
"201820";"1";"COD343";"CRN-18264";"Login estudiante12143";"3,38";"6,5";"3,84";
"201820";"1";"COD343";"CRN-18264";"Login estudiante22656";"3,09";"5,06";"3,55";
"201820";"1";"COD343";"CRN-18264";"Login estudiante10154";"3,79";"6,17";"3,57";
"201820";"1";"COD343";"CRN-18264";"Login estudiante19599";"2,95";"5,06";"3,36";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13811";"3,85";"5,67";"4,01";
"201820";"1";"COD343";"CRN-18264";"Login estudiante21313";"4";"5,11";"3,68";
"201820";"1";"COD343";"CRN-18264";"Login estudiante10748";"3,44";"5,7";"3,74";
"201820";"1";"COD343";"CRN-18264";"Login estudiante10510";"3,2";"6,39";"3,74";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13813";"3,47";"5,81";"3,35";
"201820";"1";"COD343";"CRN-18264";"Login estudiante6147";"2,49";"5,78";"3,5";
"201820";"1";"COD343";"CRN-18264";"Login estudiante22661";"4,29";"5,36";"4,24";
"201820";"1";"COD343";"CRN-18264";"Login estudiante7801";"3,83";"6,06";"3,69";
"201820";"1";"COD343";"CRN-18264";"Login estudiante22662";"3,44";"5,7";"3,79";
"201820";"1";"COD343";"CRN-18264";"Login estudiante21094";"3,75";"5,17";"3,45";
"201820";"1";"COD343";"CRN-18264";"Login estudiante19683";"3,85";"6,81";"3,92";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13818";"3,72";"5,31";"3,91";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13726";"3,64";"6,33";"4,08";
"201820";"1";"COD343";"CRN-18264";"Login estudiante6806";"3,61";"5,44";"3,49";
"201820";"1";"COD343";"CRN-18264";"Login estudiante22663";"3,74";"5";"3,72";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13820";"3,47";"5,83";"4,06";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13821";"3,86";"5,28";"4,05";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13822";"4,42";"5,33";"4,58";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13824";"4,42";"5,94";"4,6";
"201820";"1";"COD343";"CRN-18264";"Login estudiante22664";"3,52";"5,2";"4,12";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13727";"4,29";"5,39";"4,29";
"201820";"1";"COD343";"CRN-18264";"Login estudiante11371";"3,48";"5,91";"3,88";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13825";"3,94";"5,72";"4,36";
"201820";"1";"COD343";"CRN-18264";"Login estudiante7895";"3,18";"5,11";"3,48";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13827";"4,18";"5,61";"4,08";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13695";"3,84";"6,31";"4,24";
"201820";"1";"COD343";"CRN-18264";"Login estudiante22665";"2,78";"5,17";"3,83";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13728";"3,76";"5,22";"4,66";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13828";"3,82";"5,56";"3,96";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13829";"3,24";"4,94";"3,8";
"201820";"1";"COD343";"CRN-18264";"Login estudiante22666";"3,45";"5,44";"3,78";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13670";"3,47";"5,22";"3,93";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13831";"4,01";"5,5";"4,3";
"201820";"1";"COD343";"CRN-18264";"Login estudiante13832";"4,24";"5,22";"4,29";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante13834";"3,07";"8,18";"3,31";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante13835";"3,19";"6,94";"3,43";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante13793";"3";"8,12";"3,38";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante7631";"3,22";"8,78";"3,68";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante8306";"3,14";"8";"3,62";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante11131";"2,89";"7,7";"3,29";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante8307";"3,04";"6,69";"3,31";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante8524";"3,21";"9,07";"3,89";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante5983";"3,6";"6,67";"3,45";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante6570";"3,14";"6,14";"3,35";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante13796";"4,03";"10,33";"4,4";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante13799";"3,23";"6,48";"3,63";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante13654";"2,67";"5,61";"3,28";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante19677";"3,23";"8,12";"3,53";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante4907";"4,02";"7,4";"3,63";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante19678";"3,86";"7,53";"4";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante11050";"3,26";"6,67";"3,44";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante11061";"2,86";"8,05";"3,4";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante8650";"2,95";"6,92";"3,41";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante19679";"3,39";"6,44";"3,76";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante6678";"3,64";"7";"4,03";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante7205";"3,07";"7,3";"3,75";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante19680";"4,59";"6,86";"4,11";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante13805";"3,16";"7,27";"4,19";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante10098";"3,25";"6,73";"3,98";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante19289";"3,35";"6,5";"3,74";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante13440";"3,79";"6,59";"3,97";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante13343";"3,13";"6,28";"3,66";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante19681";"3,8";"7,3";"4,14";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante8660";"2,93";"5,5";"3,33";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante13445";"3,17";"6,72";"4,17";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante13814";"3,09";"6,39";"3,85";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante11412";"3,49";"6,44";"3,89";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante11075";"3,47";"6,25";"3,64";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante13816";"3,26";"7,04";"4,06";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante10038";"3,61";"6,72";"3,89";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante13817";"3,16";"6,11";"4,02";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante7810";"3,78";"6,98";"4,09";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante19293";"3,52";"7,24";"4,08";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante6366";"3,36";"6,56";"3,93";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante19685";"3,59";"6,56";"3,96";
"201820";"1";"COD1044";"CRN-18265";"Login estudiante13819";"3,23";"6,44";"3,74";
"201820";"1";"COD192";"CRN-18266";"Login estudiante6996";"2,28";"7,14";"3,17";
"201820";"1";"COD192";"CRN-18266";"Login estudiante13834";"3,32";"8,18";"3,31";
"201820";"1";"COD192";"CRN-18266";"Login estudiante13321";"3,76";"6,78";"3,96";
"201820";"1";"COD192";"CRN-18266";"Login estudiante8501";"3,17";"7,6";"3,5";
"201820";"1";"COD192";"CRN-18266";"Login estudiante7176";"3,59";"10,6";"3,92";
"201820";"1";"COD192";"CRN-18266";"Login estudiante11128";"4,11";"9,01";"3,99";
"201820";"1";"COD192";"CRN-18266";"Login estudiante3517";"2,55";"7,7";"3,5";
"201820";"1";"COD192";"CRN-18266";"Login estudiante6837";"3,26";"11,54";"3,81";
"201820";"1";"COD192";"CRN-18266";"Login estudiante7629";"3,13";"9,52";"3,59";
"201820";"1";"COD192";"CRN-18266";"Login estudiante10964";"3,53";"7,17";"3,52";
"201820";"1";"COD192";"CRN-18266";"Login estudiante7631";"3,19";"8,78";"3,68";
"201820";"1";"COD192";"CRN-18266";"Login estudiante8307";"3,69";"6,69";"3,31";
"201820";"1";"COD192";"CRN-18266";"Login estudiante13837";"3,67";"8,15";"3,55";
"201820";"1";"COD192";"CRN-18266";"Login estudiante5983";"3,81";"6,67";"3,45";
"201820";"1";"COD192";"CRN-18266";"Login estudiante19675";"4,15";"8,48";"3,86";
"201820";"1";"COD192";"CRN-18266";"Login estudiante19676";"3,17";"6,89";"3,67";
"201820";"1";"COD192";"CRN-18266";"Login estudiante13840";"3,79";"7,1";"3,91";
"201820";"1";"COD192";"CRN-18266";"Login estudiante13841";"2,86";"7,33";"3,58";
"201820";"1";"COD192";"CRN-18266";"Login estudiante10190";"3,99";"7,33";"3,8";
"201820";"1";"COD192";"CRN-18266";"Login estudiante15525";"3,78";"7,67";"3,68";
"201820";"1";"COD192";"CRN-18266";"Login estudiante13799";"4,12";"6,48";"3,63";
"201820";"1";"COD192";"CRN-18266";"Login estudiante5944";"3,84";"7,47";"3,78";
"201820";"1";"COD192";"CRN-18266";"Login estudiante10870";"3,24";"7,23";"3,61";
"201820";"1";"COD192";"CRN-18266";"Login estudiante6296";"3,78";"7";"3,62";
"201820";"1";"COD192";"CRN-18266";"Login estudiante6298";"3,62";"7,87";"3,98";
"201820";"1";"COD192";"CRN-18266";"Login estudiante4102";"2,94";"7,67";"3,64";
"201820";"1";"COD192";"CRN-18266";"Login estudiante11151";"4,84";"9,63";"4,26";
